Age,Department,Distance_From_Home,Years_At_Company,Average_Monthly_Hours,Number_Of_Projects,Satisfaction_Level,Last_Evaluation,Salary,Attrition
36,Marketing,26,9,125,5,0.88,0.37,10844.5,0
42,IT,16,2,164,6,0.8,0.52,11568.87,0
30,Sales,24,2,148,4,0.82,0.44,8866.45,0
30,Marketing,8,4,169,5,0.77,0.51,9430.52,0
31,Marketing,21,3,184,4,0.81,0.79,10428.83,0
47,IT,16,7,202,2,0.76,0.71,12891.06,0
56,HR,4,3,205,6,0.88,0.95,12496.86,0
46,Sales,6,1,192,3,0.84,0.96,10619.32,0
47,Marketing,26,5,175,6,0.91,0.78,11515.46,0
32,HR,21,1,155,3,0.77,0.46,9166.59,0
59,Sales,8,0,159,5,0.79,0.72,11021.3,0
23,Engineering,9,5,157,3,0.88,0.49,10711.31,0
28,Engineering,13,0,165,3,0.71,0.45,8680.57,0
39,Sales,17,7,161,5,0.8,0.59,11685.91,0
48,IT,9,1,142,6,0.88,0.5,11591.02,0
55,Sales,13,0,251,5,0.38,0.88,11117.77,1
48,Sales,9,4,183,2,0.71,0.97,11175.75,1
38,IT,6,5,127,2,0.75,0.44,11535.85,0
45,IT,27,6,254,3,0.24,0.97,13389.07,1
46,HR,10,6,166,5,0.6,0.38,12037.58,0
28,HR,5,2,262,5,0.38,0.92,9269.23,1
27,IT,7,7,257,5,0.18,0.98,11971.41,1
45,Engineering,11,8,278,6,0.31,0.98,14050.3,1
54,Engineering,24,1,121,4,0.81,0.41,11341.08,0
50,Sales,9,4,115,4,0.65,0.31,11574.99,0
43,Marketing,25,4,201,4,0.74,0.9,11920.91,0
47,Sales,10,6,146,6,0.98,0.75,11966.77,0
49,Sales,11,4,152,5,0.82,0.53,12242.66,0
42,Marketing,3,5,108,4,0.76,0.38,10454.05,0
28,IT,29,7,148,5,0.87,0.41,11769.17,0
38,Engineering,8,2,176,3,0.86,0.82,11828.01,0
41,Sales,17,7,228,4,0.18,0.83,11565.28,1
41,Marketing,7,8,219,3,0.29,0.94,12478.56,1
43,HR,12,10,145,6,0.82,0.97,13429.32,0
49,Sales,16,0,192,2,0.79,0.59,9419.55,0
28,Engineering,15,4,242,6,0.34,0.81,11259.99,1
22,IT,21,0,209,6,0.19,0.94,10150.55,1
53,Sales,29,0,186,6,0.95,0.92,10793.04,0
34,Sales,13,5,189,4,0.81,0.92,10635.26,0
51,Marketing,18,4,143,3,0.73,0.94,11618.8,0
44,HR,18,6,155,4,0.8,0.49,10943.57,0
40,HR,24,6,187,2,0.66,0.31,10215.64,1
53,IT,5,9,144,6,0.96,0.98,16246.01,0
51,Engineering,14,5,212,5,0.86,0.93,13793.69,0
50,IT,28,14,242,2,0.16,0.87,16183.27,1
50,Sales,11,6,195,3,0.89,0.71,12163.92,0
51,Sales,3,11,260,2,0.22,0.89,13325.33,1
37,HR,17,0,230,4,0.36,0.96,8430.9,0
40,Engineering,27,9,156,5,0.9,0.87,13246.86,0
39,Marketing,23,4,155,4,0.65,0.39,10048.01,0
22,Engineering,27,0,192,6,1.0,0.93,9558.87,0
35,Sales,12,6,242,6,0.38,0.84,11421.03,1
23,Marketing,3,4,190,2,0.7,0.56,7857.26,0
49,Engineering,23,7,148,6,0.96,0.71,13811.35,0
51,Engineering,28,8,206,6,0.82,0.95,14103.31,0
59,Marketing,2,1,260,3,0.19,0.99,12310.88,1
25,Sales,4,7,129,3,0.8,0.38,8662.37,0
22,Engineering,18,4,165,4,0.8,0.95,10679.19,0
29,Marketing,20,9,272,4,0.26,0.81,11327.87,1
50,Sales,21,4,183,3,0.76,0.85,11695.89,0
24,Marketing,14,4,181,2,0.91,0.98,8433.27,0
53,Marketing,8,5,250,3,0.27,0.92,13471.25,1
31,Engineering,2,5,252,4,0.11,0.94,11740.83,1
31,Sales,26,3,285,5,0.37,0.96,9113.48,1
40,Engineering,19,4,197,6,1.0,0.73,12535.0,0
55,IT,10,1,274,5,0.3,0.86,13412.64,0
54,IT,28,4,182,5,0.65,0.36,12672.96,0
44,Sales,29,7,164,6,0.79,0.34,11945.06,0
49,Marketing,5,5,139,3,0.7,0.45,10922.49,0
53,Engineering,11,8,280,2,0.38,0.85,14978.68,1
28,Engineering,28,4,218,5,0.33,0.98,11716.06,0
50,Sales,28,1,159,2,0.97,0.93,11922.98,0
29,Sales,9,7,173,4,0.91,0.9,9825.02,0
22,IT,16,3,171,5,0.71,0.95,11647.86,0
24,HR,26,4,218,4,0.3,0.89,9958.7,1
45,Sales,27,9,178,3,0.73,0.32,12064.1,0
44,HR,5,2,169,5,0.97,0.82,10248.27,0
29,Sales,15,5,277,4,0.23,0.94,9839.22,1
58,Marketing,14,5,174,4,0.88,0.73,12910.27,0
24,Marketing,9,6,242,3,0.89,0.76,9958.95,0
54,IT,20,8,272,2,0.36,0.89,15267.43,1
49,IT,26,6,178,2,0.78,0.77,13818.46,0
29,HR,5,4,181,5,0.83,0.76,9828.29,0
55,Sales,15,6,224,3,0.33,0.89,11996.94,1
56,Engineering,9,9,122,5,0.86,0.47,14599.21,0
53,IT,4,5,144,2,0.82,0.57,12746.61,0
45,Engineering,21,4,163,3,0.89,0.31,11794.66,0
35,Engineering,21,6,231,6,0.21,0.98,13411.55,0
53,Sales,4,5,131,3,0.69,0.48,11313.04,0
37,HR,20,1,186,3,0.83,0.92,9481.4,0
25,Sales,27,6,164,6,0.66,0.58,9034.85,0
58,IT,21,1,252,4,0.18,0.83,12902.0,1
42,Engineering,28,6,162,4,0.73,0.74,13260.29,0
35,Sales,22,3,174,4,0.69,0.38,9562.59,0
52,Sales,7,5,187,2,0.93,0.78,12992.09,0
39,Sales,15,6,135,3,0.67,0.59,10376.91,0
28,IT,22,10,210,6,0.31,0.92,13477.04,0
31,HR,17,7,249,2,0.2,0.91,11446.72,0
28,Sales,18,9,174,6,0.74,0.9,12125.25,0
54,IT,7,11,254,2,0.16,0.89,15507.9,1
44,Engineering,19,6,152,2,0.73,0.71,12112.07,0
42,Marketing,28,6,258,2,0.12,0.99,11843.01,1
40,IT,10,2,134,6,0.62,0.33,12169.24,0
40,Marketing,27,5,159,5,0.75,0.44,9831.29,0
57,Sales,13,3,207,2,0.84,0.81,12457.17,0
50,Sales,2,4,150,4,0.98,0.88,10853.48,0
39,IT,22,11,258,3,0.11,0.99,15585.5,1
23,Marketing,27,5,134,5,0.69,0.43,7726.45,0
22,Sales,20,2,260,5,0.27,0.86,7329.5,1
26,Engineering,28,8,117,6,0.65,0.56,11664.94,0
41,HR,11,8,118,5,0.65,0.41,11389.02,0
32,HR,5,8,174,6,0.96,0.81,11927.52,0
23,Sales,6,0,173,6,0.96,0.82,8360.39,0
24,Marketing,3,6,175,4,0.6,0.38,7964.04,0
44,Sales,1,3,158,2,0.64,0.33,9890.39,0
33,Marketing,3,7,208,5,0.98,0.93,10902.14,0
41,Engineering,3,13,189,2,0.83,0.93,14687.55,0
26,Marketing,22,8,238,2,0.21,0.85,10914.47,0
58,Sales,4,2,182,2,0.89,0.4,11731.18,0
59,Engineering,7,1,164,6,0.88,0.58,12457.13,0
51,IT,29,9,237,2,0.23,0.98,15100.58,0
30,HR,15,5,219,5,0.24,0.95,10264.63,1
55,Sales,11,3,246,6,0.16,0.89,11839.63,1
56,Sales,18,7,157,5,0.93,0.88,13249.35,0
43,Sales,12,5,269,6,0.24,0.81,11086.9,1
45,Engineering,4,7,247,3,0.35,1.0,14158.27,1
38,IT,24,5,249,3,0.15,0.93,12367.79,1
31,Marketing,11,7,196,3,0.88,0.94,11286.27,0
51,IT,6,2,164,3,0.91,0.8,12498.63,0
44,Engineering,26,9,170,6,0.76,0.34,13611.73,0
53,Sales,19,7,147,2,0.73,0.55,12197.9,0
38,HR,26,7,183,4,0.88,0.76,11717.99,0
38,Sales,28,2,303,4,0.22,0.82,9623.56,1
35,Marketing,18,10,246,3,0.23,0.81,12571.79,0
30,HR,15,5,232,2,0.19,0.99,9581.21,0
23,Sales,3,5,287,5,0.21,0.95,9700.22,1
46,HR,17,4,155,2,0.68,0.58,10681.57,0
30,IT,1,6,164,5,0.86,0.95,12175.7,0
43,Engineering,2,6,174,4,0.9,0.7,12411.66,0
25,Sales,19,0,153,2,0.74,0.36,7118.38,0
47,Marketing,29,7,180,2,0.84,0.95,12135.82,0
50,IT,9,11,236,4,0.25,0.9,15479.25,0
55,Sales,8,7,269,2,0.26,0.84,13123.98,1
44,IT,12,2,144,5,0.73,0.45,11555.49,0
58,Marketing,27,7,178,2,0.96,0.75,13437.47,0
32,Sales,27,8,253,5,0.29,0.8,12149.14,1
27,Marketing,15,7,149,3,0.63,0.43,9399.25,0
39,HR,25,5,172,2,0.79,0.97,11276.74,0
42,Marketing,23,4,190,5,0.72,0.89,12768.44,0
57,HR,7,4,159,4,0.8,0.9,12591.47,0
59,Sales,21,7,163,3,0.86,0.32,13111.77,0
55,HR,16,1,285,2,0.16,1.0,12087.7,1
38,Sales,7,4,138,5,0.65,0.48,11133.31,1
58,Sales,20,10,257,2,0.32,0.86,13810.47,1
46,Engineering,21,10,203,5,0.82,0.87,14062.3,0
59,Sales,12,1,116,2,0.77,0.35,10340.38,0
33,HR,17,2,128,3,0.72,0.53,9043.06,0
44,Engineering,11,4,166,3,0.84,0.98,12562.49,0
43,Engineering,4,8,116,2,0.84,0.46,12060.89,0
42,Sales,19,0,119,2,0.76,0.32,8369.83,0
48,Marketing,2,5,166,6,1.0,0.79,12069.3,0
52,Marketing,2,4,191,2,0.97,0.9,11753.94,0
27,Engineering,24,9,139,2,0.95,0.97,13401.23,0
48,Sales,17,0,243,3,0.15,0.87,9973.14,1
55,Marketing,24,5,147,2,0.78,0.56,12119.96,1
33,Sales,9,4,151,4,0.81,0.92,10148.56,0
28,Sales,22,9,279,2,0.14,0.94,11477.97,1
31,Engineering,1,7,252,6,0.36,0.94,12718.77,1
38,Engineering,10,3,165,5,0.93,0.73,12458.95,0
47,IT,28,8,244,3,0.35,0.91,14767.13,1
42,Marketing,23,4,160,4,0.96,0.97,11133.37,0
49,Marketing,15,8,166,5,0.75,0.48,12562.89,1
23,Marketing,21,4,160,4,0.64,0.54,8961.17,1
22,HR,15,4,256,3,0.24,0.89,10202.73,1
57,Sales,25,6,125,6,0.98,0.86,13150.36,0
47,Engineering,23,15,166,3,0.89,0.35,15366.72,0
50,Marketing,21,5,161,4,0.8,0.48,12120.3,0
42,IT,29,6,177,4,0.87,0.96,12417.3,0
32,Marketing,2,4,182,3,0.95,0.82,9946.12,0
32,Sales,14,5,206,2,0.78,0.96,10969.03,0
57,Sales,4,0,144,3,0.68,0.3,10825.96,0
56,Engineering,18,6,133,6,0.75,0.33,12455.46,1
55,HR,9,9,198,3,0.83,0.73,12983.09,0
45,Engineering,2,6,188,5,0.79,0.93,12422.55,0
43,Marketing,2,1,230,2,0.38,0.94,10908.4,0
26,IT,18,3,258,5,0.34,0.82,10745.82,0
54,Engineering,17,0,174,3,0.91,0.89,13393.24,0
57,HR,9,8,143,2,0.8,0.42,12963.1,0
41,Engineering,8,2,219,5,0.97,0.8,12922.19,0
40,Sales,2,5,151,5,0.69,0.56,10152.16,0
56,Marketing,2,5,278,2,0.14,0.84,12602.46,1
38,Marketing,5,9,170,2,0.9,0.82,12337.44,0
55,Marketing,12,5,273,4,0.34,0.87,12384.2,1
30,Marketing,29,7,166,2,0.65,0.31,9928.62,0
47,Marketing,28,7,145,3,0.67,0.36,11468.58,0
23,Marketing,16,5,136,6,0.89,0.31,8330.54,0
30,IT,14,4,201,4,0.71,0.98,11588.04,0
30,HR,20,11,174,2,0.74,0.87,12383.77,0
38,Marketing,2,0,177,6,0.71,0.73,9097.89,0
22,HR,24,4,207,4,0.12,0.95,8744.25,1
46,Marketing,8,2,246,3,0.23,0.99,11205.16,1
46,Engineering,29,4,143,6,0.87,0.51,12012.45,0
56,Marketing,4,7,194,2,0.81,0.88,12968.62,0
24,Sales,20,6,183,2,0.89,0.84,9023.53,0
58,IT,9,7,179,3,0.95,0.83,15526.55,0
51,Engineering,20,1,144,4,0.82,0.38,11992.99,0
59,Engineering,26,9,135,6,0.72,0.3,15413.63,0
55,Sales,27,2,135,3,0.84,0.41,10916.9,0
33,Marketing,25,3,252,4,0.15,0.98,10695.15,1
40,IT,19,7,265,5,0.28,0.99,13108.28,0
58,Engineering,2,4,171,5,1.0,0.89,13323.73,0
38,IT,16,6,269,4,0.34,0.96,12636.87,1
31,Engineering,11,0,212,2,0.35,0.94,10372.27,0
33,Marketing,8,6,241,2,0.11,0.87,11014.91,1
37,Engineering,12,6,169,5,0.97,0.71,13062.56,0
45,Engineering,3,3,163,2,0.67,0.39,11846.78,0
40,HR,13,0,225,2,0.77,0.75,10627.24,0
29,Marketing,2,4,166,4,0.77,0.85,9861.43,0
52,Sales,13,5,148,4,0.82,0.4,11547.67,0
42,Sales,27,4,209,2,0.9,0.78,11136.86,0
38,Marketing,8,0,257,4,0.38,0.85,9693.93,1
44,Sales,15,10,230,6,0.2,0.89,13368.0,0
58,Marketing,24,3,179,5,0.8,0.74,11572.91,0
37,Sales,21,4,201,6,0.89,0.98,11295.79,0
27,HR,9,0,155,6,0.64,0.51,8966.58,0
29,Sales,11,10,135,2,0.72,0.36,10182.2,0
46,Engineering,22,4,146,2,0.81,0.38,12031.03,0
39,Marketing,21,5,249,6,0.19,0.82,10362.04,1
46,IT,28,8,272,6,0.27,0.91,14703.73,1
33,IT,3,3,238,3,0.22,0.84,11752.49,1
36,Marketing,7,8,257,3,0.13,0.94,11132.04,1
47,HR,14,0,126,5,0.76,0.79,9627.84,0
47,Sales,15,7,224,6,0.31,0.92,11608.54,1
53,HR,9,10,229,4,0.29,0.94,14970.81,0
31,IT,20,3,126,3,0.73,0.39,9865.12,0
37,Marketing,11,8,181,2,1.0,0.94,11921.33,0
28,Marketing,7,10,229,6,0.36,0.95,11511.37,1
38,HR,12,4,277,4,0.16,0.88,11253.94,1
44,HR,19,4,150,4,0.85,0.57,11075.94,0
47,Sales,27,2,183,4,0.85,0.91,11419.98,0
42,Engineering,18,3,130,2,0.67,0.43,11053.0,1
43,Engineering,13,3,174,3,0.89,0.78,12594.81,0
28,Sales,11,2,171,4,0.77,1.0,9856.3,0
35,Engineering,1,9,202,3,0.79,0.74,13502.3,0
36,IT,6,3,182,5,0.9,0.79,10933.12,0
28,Engineering,21,6,167,2,0.77,0.51,10564.04,0
30,Sales,2,5,274,3,0.36,0.97,11316.6,1
29,Engineering,13,9,201,3,0.87,0.83,13729.89,0
44,Marketing,13,3,159,4,0.6,0.6,10460.21,1
50,HR,19,6,243,4,0.15,0.89,12552.46,1
39,IT,9,7,188,2,0.84,0.74,13058.26,0
52,Marketing,19,9,222,3,0.22,0.84,13860.36,1
51,Marketing,23,3,120,6,0.9,0.6,10475.64,0
56,Sales,1,3,140,4,0.63,0.52,11650.79,0
39,HR,23,2,137,4,0.75,0.47,8926.45,0
38,HR,25,12,190,5,0.77,0.93,13243.85,0
35,IT,28,9,245,2,0.3,0.89,13032.63,1
52,Sales,27,5,130,3,0.84,0.55,11466.61,0
45,IT,8,11,124,3,0.88,0.35,14089.64,0
56,Engineering,23,5,192,3,0.71,0.84,13963.78,0
55,Marketing,26,7,193,4,0.98,0.86,12770.5,0
24,IT,14,5,146,2,0.63,0.48,11079.97,1
58,Marketing,24,6,182,3,0.75,0.7,12465.1,0
47,Sales,16,6,238,6,0.28,0.98,11299.47,1
44,Engineering,29,4,199,5,0.99,0.79,12957.15,0
36,Sales,4,8,157,5,0.87,0.56,10983.61,0
25,Engineering,18,7,210,3,0.74,0.86,11804.51,0
50,Engineering,14,8,255,4,0.21,0.96,14895.98,1
43,Marketing,27,6,253,5,0.1,0.96,12658.97,1
46,Sales,9,2,150,5,0.88,0.54,11205.48,0
34,Sales,15,10,176,5,0.89,1.0,12518.87,0
39,IT,3,4,172,5,0.72,0.4,10811.28,0
54,Sales,27,6,188,3,0.98,0.94,13154.86,0
37,IT,4,7,149,2,0.73,0.49,12575.54,0
23,HR,23,5,173,2,0.67,0.35,9003.65,0
56,HR,18,8,244,4,0.1,0.94,13955.94,1
55,HR,14,8,171,6,0.79,0.87,13355.96,0
51,Sales,15,4,207,2,0.22,0.93,11716.48,1
34,Sales,8,10,179,6,0.79,0.72,11781.94,0
34,IT,28,4,213,2,0.97,0.91,11164.59,0
39,Engineering,10,6,166,2,0.93,0.93,13265.17,0
53,IT,24,4,124,4,0.74,0.43,12946.59,0
53,HR,12,3,188,5,0.98,0.97,12235.13,0
56,IT,21,8,186,4,1.0,0.96,15783.25,0
50,Engineering,9,14,257,2,0.17,0.82,17064.86,1
50,Sales,8,4,179,5,0.99,0.79,11742.4,0
37,IT,17,9,241,5,0.17,0.94,13814.4,1
31,HR,9,4,142,5,0.77,0.32,8761.66,0
51,HR,13,5,227,6,0.16,0.96,12792.64,1
46,Sales,14,10,232,2,0.22,0.82,13233.56,0
41,IT,5,2,149,3,0.64,0.37,11521.3,0
26,Engineering,9,1,139,4,0.86,0.58,10121.79,0
22,Sales,25,4,199,6,0.78,0.86,9287.53,0
51,IT,26,7,267,4,0.32,1.0,14657.54,1
24,Marketing,26,6,160,3,0.85,0.5,9070.45,0
35,HR,16,6,240,5,0.39,0.9,11344.59,1
51,Engineering,19,5,166,3,0.66,0.46,13270.39,1
25,Engineering,24,7,174,4,0.84,0.96,11889.84,0
39,Engineering,23,0,141,3,0.83,0.33,10201.21,0
58,HR,7,3,158,2,0.8,0.82,11945.18,0
46,IT,12,5,157,3,0.86,0.43,12693.99,0
22,Sales,26,4,166,2,0.98,0.84,8735.63,0
36,IT,2,9,141,3,0.6,0.46,13105.31,0
30,Sales,18,2,118,2,0.63,0.42,8276.68,0
36,Engineering,18,9,192,2,0.75,0.93,14501.76,1
45,IT,16,4,257,3,0.38,0.82,12859.73,0
25,Engineering,29,5,176,6,0.8,0.9,11411.57,0
33,Marketing,11,7,183,5,0.72,0.77,10246.07,0
58,Engineering,2,4,180,5,0.88,0.43,14060.52,0
58,Engineering,14,8,265,5,0.36,0.89,15460.61,1
27,Sales,4,4,243,2,0.35,0.84,10454.02,1
45,Marketing,7,4,172,5,0.89,0.72,11167.73,0
32,Engineering,2,8,187,2,0.72,0.82,12633.07,0
34,Engineering,21,3,248,6,0.27,0.97,11486.23,1
55,Marketing,14,6,158,3,0.62,0.52,12670.56,0
46,Marketing,7,0,150,3,0.77,0.43,9729.11,0
28,IT,9,10,140,2,0.8,0.93,12487.19,0
25,Sales,8,7,218,2,0.26,0.98,10266.29,1
29,Marketing,9,11,255,6,0.36,0.91,12384.13,0
41,Marketing,7,9,200,5,0.76,0.89,12251.87,0
50,HR,19,2,241,6,0.24,0.95,11082.06,1
31,Marketing,17,7,240,3,0.13,0.88,11056.53,1
55,Sales,26,2,164,3,0.8,0.9,11933.79,0
47,Engineering,23,10,207,5,0.93,0.92,14817.72,0
24,Engineering,13,2,250,3,0.23,0.82,11033.25,1
27,Engineering,11,2,257,2,0.27,0.99,10706.42,1
26,Engineering,22,0,277,3,0.29,0.99,9439.73,0
26,HR,18,4,241,4,0.23,0.87,8723.1,1
44,Marketing,17,3,140,5,0.82,0.74,11300.7,0
30,Engineering,28,1,145,5,0.89,0.42,9093.89,0
56,IT,16,11,184,5,0.86,0.71,15829.6,0
41,Engineering,10,7,169,4,0.93,0.87,13011.56,0
56,Marketing,4,6,152,6,0.66,0.32,11993.54,0
39,Engineering,4,10,289,2,0.19,0.93,14424.97,1
38,HR,22,6,173,5,0.76,0.38,9681.05,0
45,Sales,11,3,187,3,0.77,0.74,10654.39,0
24,Sales,21,0,201,2,0.76,0.75,7569.53,0
53,Marketing,25,3,229,3,0.36,0.95,11614.41,0
56,Sales,8,10,214,2,0.78,0.99,14399.84,0
59,Sales,9,1,159,2,0.84,0.39,10669.17,0
34,IT,16,6,192,3,0.79,0.83,12792.43,0
46,Marketing,10,8,230,3,0.16,0.82,12286.53,1
30,Marketing,23,6,168,2,0.85,0.6,10222.78,0
25,Sales,9,6,191,5,0.72,0.84,10191.73,0
35,Sales,3,7,162,3,0.83,0.4,9658.84,0
58,Sales,25,6,146,4,0.74,0.48,12304.13,0
55,HR,2,10,256,4,0.4,0.93,14313.07,1
32,Engineering,9,2,231,2,0.24,0.92,11278.06,1
24,HR,13,6,131,6,0.63,0.33,8750.25,1
49,Marketing,6,0,162,2,0.8,0.93,11278.67,0
50,IT,4,0,254,2,0.36,0.92,12392.92,1
30,Engineering,28,5,147,5,0.89,0.5,11224.87,0
24,IT,14,6,153,5,0.89,0.71,10820.87,0
46,Marketing,28,10,241,6,0.1,0.83,13481.8,1
55,Marketing,29,12,118,6,0.75,0.34,14751.01,0
33,IT,11,9,176,6,0.9,0.88,13520.98,0
30,IT,2,7,165,6,0.75,0.81,12777.6,0
36,IT,29,5,166,6,0.89,0.86,12182.57,0
46,Marketing,26,0,156,2,0.88,0.96,10978.64,0
26,Sales,3,5,222,2,0.33,0.91,10427.14,0
32,IT,5,9,152,4,0.96,0.71,12946.27,0
55,Engineering,25,8,246,4,0.4,0.93,15228.37,1
45,Marketing,7,1,181,3,0.88,0.85,9743.32,0
36,HR,11,7,252,2,0.13,0.86,11394.98,1
59,HR,12,7,199,6,0.82,0.72,13726.22,0
29,Engineering,29,6,184,3,0.91,0.91,11639.09,0
26,Sales,11,5,228,5,0.83,0.88,9220.92,0
47,IT,19,7,216,2,0.17,0.99,14327.48,0
39,Marketing,13,7,165,4,0.73,0.54,11198.74,0
27,IT,4,3,156,2,0.75,0.79,10002.02,0
58,Marketing,14,6,202,2,0.94,0.74,13098.66,0
34,HR,12,4,213,2,0.33,0.81,10372.3,1
49,IT,27,1,200,2,0.77,0.89,13130.78,0
26,Engineering,2,3,170,5,0.85,1.0,10756.7,0
34,Sales,8,0,191,4,0.3,0.82,10083.84,0
38,Engineering,22,8,209,2,0.8,0.72,13172.11,0
53,Sales,19,6,148,5,0.75,0.4,11300.31,0
50,IT,13,4,164,3,0.62,0.47,12465.08,1
24,IT,21,6,120,2,0.89,0.33,9810.37,0
55,Sales,21,5,144,5,0.66,0.44,11800.24,0
48,HR,28,1,194,6,1.0,0.73,10795.93,0
34,Marketing,1,4,146,3,0.62,0.56,9847.46,0
54,Engineering,29,10,175,4,0.99,0.9,15135.65,0
27,Engineering,5,3,208,2,0.93,0.93,10338.44,0
45,Engineering,22,6,183,2,0.88,0.79,13598.42,0
40,IT,26,7,279,5,0.27,0.91,13735.45,1
37,Engineering,26,7,170,4,0.73,0.93,12921.63,0
49,Marketing,27,12,175,6,0.71,0.31,11854.8,1
54,Marketing,11,1,218,3,0.14,0.98,11090.41,0
34,Sales,11,2,229,4,0.12,0.99,10465.15,0
46,IT,13,2,174,2,0.72,0.52,11375.22,0
57,Marketing,2,4,174,5,0.88,0.9,12529.37,0
48,HR,19,8,101,6,0.9,0.36,12205.02,0
59,IT,16,2,195,5,0.83,0.79,13421.96,0
28,IT,26,8,265,3,0.19,0.82,13031.27,1
26,Marketing,5,5,153,4,0.6,0.43,8769.75,0
52,HR,14,2,179,5,0.84,0.78,10923.52,0
44,Sales,29,0,163,5,0.97,0.85,10685.78,0
31,Marketing,19,0,254,2,0.21,0.99,9101.59,1
53,HR,5,3,164,5,0.78,0.4,10467.5,0
51,IT,21,4,254,6,0.18,0.9,13837.96,0
52,HR,24,9,165,4,0.89,0.35,12456.27,0
39,IT,26,7,209,3,0.9,0.81,12537.8,0
57,Marketing,9,2,172,5,0.79,0.91,12158.08,0
23,Marketing,24,5,222,6,0.16,0.8,9324.27,1
35,Engineering,12,10,153,3,0.99,0.83,12815.31,0
34,Engineering,16,11,157,6,0.84,0.54,12740.56,0
50,Engineering,19,4,159,5,0.63,0.57,13779.91,1
33,Marketing,15,8,125,5,0.9,0.56,10870.09,0
23,Sales,17,5,209,4,0.99,0.8,10078.89,0
53,Marketing,15,0,150,2,0.65,0.5,10450.25,0
34,HR,3,3,141,6,0.7,0.4,9723.29,1
48,Marketing,17,12,191,2,0.84,0.35,13371.43,0
38,Marketing,13,4,261,2,0.34,0.81,10152.53,1
52,IT,27,0,158,3,0.96,0.78,12555.02,0
55,IT,9,5,161,3,0.7,0.46,12945.88,0
45,IT,28,8,238,6,0.33,0.83,14522.8,0
56,Marketing,13,5,203,2,0.84,0.93,13073.76,0
27,Sales,16,7,151,4,0.72,0.88,10574.6,1
40,HR,19,8,153,2,0.75,0.95,12079.08,0
51,HR,14,4,132,3,0.85,0.32,11329.31,0
28,Sales,8,3,259,2,0.22,0.87,9369.18,1
31,Sales,22,5,144,5,0.83,0.32,8283.41,0
53,HR,19,6,244,5,0.31,0.91,12053.79,1
55,Engineering,25,5,192,4,0.87,0.85,13565.82,0
49,IT,24,5,263,6,0.25,0.89,14074.53,0
36,IT,3,3,234,2,0.24,0.99,12413.53,1
51,HR,23,7,153,5,0.68,0.5,12372.15,0
58,Sales,21,7,159,6,0.86,0.55,13153.69,0
50,Engineering,18,1,182,5,0.81,0.88,13283.14,0
43,HR,16,4,125,6,0.67,0.52,10717.67,0
25,IT,14,5,244,6,0.26,0.88,11583.55,0
41,Marketing,16,3,257,5,0.39,0.83,10651.74,1
53,Sales,24,7,178,3,0.63,0.33,11836.8,1
57,Marketing,17,5,257,6,0.21,1.0,13051.04,1
25,HR,20,6,219,2,0.83,0.75,10815.65,0
48,IT,11,4,142,5,0.85,0.44,11831.9,0
38,Engineering,13,0,148,3,0.88,0.78,11017.56,0
33,Marketing,11,0,187,5,0.99,0.85,8232.32,0
43,Engineering,28,7,193,4,0.8,0.75,13103.64,0
38,IT,29,6,169,2,0.88,0.97,13434.86,0
31,Marketing,4,6,250,4,0.17,0.82,9643.47,1
22,Engineering,29,4,245,6,0.4,0.94,11230.36,1
43,Engineering,26,6,138,6,0.69,0.56,13749.89,0
47,Marketing,14,8,198,4,0.74,0.77,12818.38,0
39,IT,5,6,163,4,0.84,0.83,13485.88,0
35,Engineering,4,8,169,6,0.93,1.0,13518.08,0
50,HR,1,6,234,3,0.33,0.86,12873.92,0
33,Marketing,14,4,165,2,0.74,0.87,10457.68,0
57,Sales,7,6,126,5,0.78,0.51,12268.27,0
56,Sales,10,2,270,4,0.2,0.94,11772.76,1
33,IT,27,4,121,2,0.7,0.36,11318.3,0
28,HR,2,6,234,5,0.13,0.97,10510.95,1
50,Engineering,10,5,151,5,0.86,0.37,12660.96,0
32,Sales,3,5,147,4,0.66,0.42,9454.82,0
54,IT,21,1,161,3,0.62,0.37,12088.97,0
27,HR,8,7,191,3,0.76,0.8,9808.79,0
36,HR,10,8,211,2,0.74,0.72,11353.43,0
53,IT,8,10,184,2,0.95,0.94,15839.31,0
32,IT,14,6,125,6,0.6,0.36,10572.54,0
44,Engineering,18,5,209,3,0.99,0.9,13303.86,0
47,IT,9,2,171,2,0.99,0.76,11872.05,0
55,Engineering,22,9,266,6,0.4,0.83,15519.29,1
55,Engineering,9,6,126,5,0.75,0.54,14954.96,0
50,Marketing,4,6,200,2,0.4,0.89,12509.69,0
25,HR,3,4,258,6,0.28,0.81,8782.5,1
38,HR,14,4,199,3,0.82,0.7,10528.24,0
56,HR,14,7,169,5,0.88,0.7,13344.7,0
34,Marketing,21,2,239,2,0.3,0.81,9153.02,0
36,Engineering,16,10,216,3,0.79,0.74,12730.42,0
50,Engineering,5,9,197,5,0.92,0.78,14286.21,0
50,IT,20,4,192,4,0.73,0.72,13123.03,0
32,Marketing,29,2,247,3,0.17,0.85,9275.04,1
53,IT,23,0,201,4,0.73,0.88,13102.09,0
23,Marketing,24,1,177,2,0.86,0.45,7750.41,0
35,IT,15,7,172,6,0.64,0.39,11924.64,1
41,Sales,21,6,281,2,0.26,0.94,10900.71,1
43,HR,9,6,278,3,0.29,0.98,12367.73,1
